NEW_SMILES,similarity,ppIC$_{50}$ Ridge,ppIC$_{50}$ SVR,ppIC$_{50}$ RFR,mean,std
CCc1cc(OC(=N)N)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.717391304347826,6.705212587332299,6.747093465529606,6.675764997389859,6.709357016750587,0.03584438328654996
CCc1cc(SC)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.717391304347826,6.847556036359392,6.776582031432758,6.679032199073157,6.767723422288436,0.08461044350668667
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2O)cc1O,0.7142857142857143,7.108101450770673,6.888739955097924,6.761505360690262,6.919448922186286,0.1753268174281465
CCc1cc(N)c(Oc2ccc(C(N)=O)cc2F)cc1O,0.7111111111111111,6.800117757075103,6.556110329387387,6.502160977989377,6.619463021483956,0.1587599862928222
CCc1cc(C)c(Oc2ccc(C(N)=O)cc2F)cc1O,0.7111111111111111,6.770998618375374,6.835472020416537,6.48779973881264,6.698090125868184,0.184947938779182
CCCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1OC,0.7083333333333334,6.824069593154315,6.744937744453482,6.731601245494778,6.766869527700858,0.04998350895073955
NC(=O)c1ccc(Oc2cc(F)c(CO)cc2O)c(O)c1,0.7045454545454546,7.226094119777252,6.942181962071977,6.740840029669577,6.969705370506269,0.2437950707057823
NCc1cc(O)c(Oc2ccc(C(N)=O)cc2O)cc1F,0.7045454545454546,6.991233102181343,6.962982112247087,6.747234825467772,6.900483346632067,0.1334667057259935
CCc1cc(C)c(Oc2ccc(C(N)=O)cc2C)cc1F,0.7045454545454546,6.934524468076527,6.990691509642526,6.680249088726421,6.868488355481824,0.1654212812821498
CCc1cc(SC(N)=O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7021276595744681,6.871112221263918,6.438468794836566,6.653069412498388,6.654216809532957,0.2163239954273826
CCc1cc(NC(N)=O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7021276595744681,6.876833970983714,6.939124635124122,6.729149977552336,6.848369527886724,0.1078425129353608
CCc1cc(S(C)(=O)=O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7021276595744681,7.064108748590323,6.726604941617905,6.70463602470518,6.83178323830447,0.2014994178025494
CCc1cc(OC(N)=S)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7021276595744681,6.812938791494214,6.807040962271443,6.691968461914025,6.77064940522656,0.06820347665477212
CCSc1cc(CC)c(F)cc1Oc1ccc(C(N)=O)cc1F,0.7021276595744681,6.861810605584658,6.779260565422477,6.668368395626532,6.769813188877889,0.09706653306393667
CCc1cc(C#N)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7021276595744681,6.862855812925,6.982936128569206,6.759826878323954,6.868539606606054,0.1116631699317466
